activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,8019926,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@@H](Oc1cc(Cn2c(=O)n(-c3ccc(C(C)(C)C)cc3)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946568,,CHEMBL1946568,6.87,0,http://www.openphacts.org/units/Nanomolar,1575897,=,1,1,=,,EC50,nM,,135.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,135.0
,8019927,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@@H](Oc1cc(Cn2c(=O)n(-c3noc4cc(Cl)ccc34)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946570,,CHEMBL1946570,6.70,0,http://www.openphacts.org/units/Nanomolar,1575899,=,1,1,=,,EC50,nM,,200.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,200.0
,8019928,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1cccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)noc12,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946571,,CHEMBL1946571,8.39,0,http://www.openphacts.org/units/Nanomolar,1575900,=,1,1,=,,EC50,nM,,4.1,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,4.1
,8019929,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc2onc(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)c2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946572,,CHEMBL1946572,5.52,0,http://www.openphacts.org/units/Nanomolar,1575901,=,1,1,=,,EC50,nM,,3000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3000.0
,8019930,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946753,,CHEMBL1946753,7.11,0,http://www.openphacts.org/units/Nanomolar,1576128,=,1,1,=,,EC50,nM,,77.5,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,77.5
,8019931,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@@H](Oc1cc(Cn2c(=O)n(-c3noc4ccc(Cl)cc34)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946754,,CHEMBL1946754,6.92,0,http://www.openphacts.org/units/Nanomolar,1576129,=,1,1,=,,EC50,nM,,120.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,120.0
,8019932,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946755,,CHEMBL1946755,6.99,0,http://www.openphacts.org/units/Nanomolar,1576130,=,1,1,=,,EC50,nM,,103.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,103.0
,8019933,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946756,,CHEMBL1946756,7.94,0,http://www.openphacts.org/units/Nanomolar,1576131,=,1,1,=,,EC50,nM,,11.4,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,11.4
,8019934,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4ccc(C(F)(F)F)cc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946757,,CHEMBL1946757,7.08,0,http://www.openphacts.org/units/Nanomolar,1576132,=,1,1,=,,EC50,nM,,83.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,83.0
,8019935,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4ccc(OC(F)(F)F)cc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946758,,CHEMBL1946758,7.88,0,http://www.openphacts.org/units/Nanomolar,1576133,=,1,1,=,,EC50,nM,,13.2,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,13.2
,8019936,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946952,,CHEMBL1946952,5.52,0,http://www.openphacts.org/units/Nanomolar,1576368,=,1,1,=,,EC50,nM,,3000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3000.0
,8019937,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4cc(C(F)(F)F)ccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1946953,,CHEMBL1946953,6.99,0,http://www.openphacts.org/units/Nanomolar,1576369,=,1,1,=,,EC50,nM,,102.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,102.0
,8019938,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1947140,,CHEMBL1947140,6.62,0,http://www.openphacts.org/units/Nanomolar,1576603,=,1,1,=,,EC50,nM,,237.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,237.0
,8019939,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4cc([C@@]5(C)OC(=O)NC5=O)ccc4Cl)c4cc(C(F)(F)F)ccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1947142,,CHEMBL1947142,7.77,0,http://www.openphacts.org/units/Nanomolar,1576605,=,1,1,=,,EC50,nM,,17.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,17.0
,8019940,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4ccccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1947143,,CHEMBL1947143,7.55,0,http://www.openphacts.org/units/Nanomolar,1576606,=,1,1,=,,EC50,nM,,28.1,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,28.1
,8019941,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4ccccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1947144,,CHEMBL1947144,6.44,0,http://www.openphacts.org/units/Nanomolar,1576607,=,1,1,=,,EC50,nM,,360.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,360.0
,8019942,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]1(c2cccc(Cn3c(=O)n(-c4noc5cc(Cl)ccc45)c4ccccc43)c2)OC(=O)NC1=O,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1947145,,CHEMBL1947145,6.99,0,http://www.openphacts.org/units/Nanomolar,1576608,=,1,1,=,,EC50,nM,,102.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,102.0
,8019943,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4ccccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1947146,,CHEMBL1947146,7.29,0,http://www.openphacts.org/units/Nanomolar,1576609,=,1,1,=,,EC50,nM,,51.1,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,51.1
,8019944,[],CHEMBL1947821,Agonist activity at human PPARgamma expressed in COS-1 cells co-expressing with Gal4 by transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2c(-n3c(=O)n(Cc4cc([C@@]5(C)OC(=O)NC5=O)ccc4Cl)c4ccccc43)noc2c1,,,CHEMBL1944523,J. Med. Chem.,2011,,CHEMBL1947147,,CHEMBL1947147,8.04,0,http://www.openphacts.org/units/Nanomolar,1576610,=,1,1,=,,EC50,nM,,9.1,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,9.1
,8024365,[],CHEMBL1947741,Partial agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1cc(O)c2c(c1C(=O)NCc1cc(C)cc3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1944782,,CHEMBL1944782,6.68,0,http://www.openphacts.org/units/Nanomolar,1573631,=,1,1,=,,EC50,nM,,210.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,210.0
,8024366,[],CHEMBL1947741,Partial agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COCc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC2=CC(O)=C(C(C)=O)C(=O)[C@]23C)c2ccccc2c1,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1944783,,CHEMBL1944783,6.70,0,http://www.openphacts.org/units/Nanomolar,1573632,=,1,1,=,,EC50,nM,,200.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,200.0
,8024367,[],CHEMBL1947741,Partial agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1cc(O)c2c(c1C(=O)NCc1cc(OC(C)=O)cc3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945212,,CHEMBL1945212,6.17,0,http://www.openphacts.org/units/Nanomolar,1574212,=,1,1,=,,EC50,nM,,680.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,680.0
,8024368,[],CHEMBL1947741,Partial agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1cc(O)c2c(c1C(=O)NCc1cc(O)cc3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945213,,CHEMBL1945213,6.89,0,http://www.openphacts.org/units/Nanomolar,1574213,=,1,1,=,,EC50,nM,,130.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,130.0
,8024369,[],CHEMBL1947741,Partial agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC2=CC(O)=C(C(C)=O)C(=O)[C@]23C)c2ccccc2c1,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945214,,CHEMBL1945214,7.03,0,http://www.openphacts.org/units/Nanomolar,1574214,=,1,1,=,,EC50,nM,,94.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,94.0
,8024370,[],CHEMBL1947741,Partial agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCOc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC2=CC(O)=C(C(C)=O)C(=O)[C@]23C)c2ccccc2c1,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945215,,CHEMBL1945215,6.62,0,http://www.openphacts.org/units/Nanomolar,1574215,=,1,1,=,,EC50,nM,,240.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,240.0
,8024371,[],CHEMBL1947741,Partial agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COC(=O)c1cc(CNC(=O)c2c(OC)cc(O)c3c2OC2=CC(O)=C(C(C)=O)C(=O)[C@]23C)c2ccccc2c1,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945216,,CHEMBL1945216,6.06,0,http://www.openphacts.org/units/Nanomolar,1574216,=,1,1,=,,EC50,nM,,880.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,880.0
,8024372,[],CHEMBL1947741,Partial agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1cc(O)c2c(c1C(=O)NCc1cc(C(=O)O)cc3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945217,,CHEMBL1945217,,0,http://www.openphacts.org/units/Nanomolar,1574217,>,1,1,>,,EC50,nM,,1000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,1000.0
,8024373,[],CHEMBL1947741,Partial agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COC(=O)CCc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC2=CC(O)=C(C(C)=O)C(=O)[C@]23C)c2ccccc2c1,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945218,,CHEMBL1945218,6.89,0,http://www.openphacts.org/units/Nanomolar,1574218,=,1,1,=,,EC50,nM,,130.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,130.0
,8024374,[],CHEMBL1947742,Agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1cc(O)c2c(c1C(=O)NCc1cc(CCC(=O)O)cc3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945219,,CHEMBL1945219,6.50,0,http://www.openphacts.org/units/Nanomolar,1574219,=,1,1,=,,EC50,nM,,320.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,320.0
,8024375,[],CHEMBL1947742,Agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COC(=O)CCCc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC2=CC(O)=C(C(C)=O)C(=O)[C@]23C)c2ccccc2c1,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945220,,CHEMBL1945220,7.38,0,http://www.openphacts.org/units/Nanomolar,1574220,=,1,1,=,,EC50,nM,,42.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,42.0
,8024376,[],CHEMBL1947742,Agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1cc(O)c2c(c1C(=O)NCc1cc(CCCC(=O)O)cc3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL1945221,,CHEMBL1945221,7.17,0,http://www.openphacts.org/units/Nanomolar,1574221,=,1,1,=,,EC50,nM,,67.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,67.0
,8024377,[],CHEMBL1947742,Agonist activity at human PPARgamma expressed in MG-63 cells by reporter gene-based transactivation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,,,CHEMBL1944592,Bioorg. Med. Chem. Lett.,2012,,CHEMBL121,ROSIGLITAZONE,CHEMBL121,7.96,0,http://www.openphacts.org/units/Nanomolar,1575591,=,1,1,=,,EC50,nM,,11.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,11.0
,10871904,[],CHEMBL2026892,Transactivation of human PPARgamma1 expressed in CHO-K1 cells co-expressing RXRalpha and PPRE after 1 day by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCCCS(=O)(=O)NC(=O)CCc1ccccc1Oc1ncc(C(F)(F)F)cc1Cl,,,CHEMBL2021860,Bioorg. Med. Chem.,2012,"{'bei': '15.06', 'le': '0.32', 'lle': '2.10', 'sei': '8.45'}",CHEMBL2022743,,CHEMBL2022743,7.21,0,http://www.openphacts.org/units/Nanomolar,1638121,=,1,1,=,,EC50,nM,,61.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,61.0
,10871905,[],CHEMBL2026892,Transactivation of human PPARgamma1 expressed in CHO-K1 cells co-expressing RXRalpha and PPRE after 1 day by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCCCS(=O)(=O)NC(=O)CCc1ccc(OC(C)C)cc1Oc1ncc(C(F)(F)F)cc1Cl,,,CHEMBL2021860,Bioorg. Med. Chem.,2012,"{'bei': '15.99', 'le': '0.33', 'lle': '2.69', 'sei': '9.08'}",CHEMBL2022744,,CHEMBL2022744,8.59,0,http://www.openphacts.org/units/Nanomolar,1638122,=,1,1,=,,EC50,nM,,2.6,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,2.6
,10871906,[],CHEMBL2026892,Transactivation of human PPARgamma1 expressed in CHO-K1 cells co-expressing RXRalpha and PPRE after 1 day by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,,,CHEMBL2021860,Bioorg. Med. Chem.,2012,"{'bei': '15.96', 'le': '0.33', 'lle': '3.68', 'sei': '8.50'}",CHEMBL2022745,,CHEMBL2022745,8.82,0,http://www.openphacts.org/units/Nanomolar,1638123,=,1,1,=,,EC50,nM,,1.5,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,1.5
,10871907,[],CHEMBL2026892,Transactivation of human PPARgamma1 expressed in CHO-K1 cells co-expressing RXRalpha and PPRE after 1 day by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCC(=O)N(CC)CC)cc1Oc1ncc(C(F)(F)F)cc1Cl,,,CHEMBL2021860,Bioorg. Med. Chem.,2012,"{'bei': '13.42', 'le': '0.28', 'lle': '2.80', 'sei': '7.10'}",CHEMBL2022746,,CHEMBL2022746,8.16,0,http://www.openphacts.org/units/Nanomolar,1638124,=,1,1,=,,EC50,nM,,6.9,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,6.9
,10871908,[],CHEMBL2026892,Transactivation of human PPARgamma1 expressed in CHO-K1 cells co-expressing RXRalpha and PPRE after 1 day by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCCN2CCCC2=O)cc1Oc1ncc(C(F)(F)F)cc1Cl,,,CHEMBL2021860,Bioorg. Med. Chem.,2012,"{'bei': '13.97', 'le': '0.29', 'lle': '3.35', 'sei': '7.37'}",CHEMBL2022747,,CHEMBL2022747,8.47,0,http://www.openphacts.org/units/Nanomolar,1638125,=,1,1,=,,EC50,nM,,3.4,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3.4
,10871909,[],CHEMBL2026892,Transactivation of human PPARgamma1 expressed in CHO-K1 cells co-expressing RXRalpha and PPRE after 1 day by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,COCCCS(=O)(=O)NC(=O)CCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,,,CHEMBL2021860,Bioorg. Med. Chem.,2012,"{'bei': '14.34', 'le': '0.30', 'lle': '3.97', 'sei': '7.04'}",CHEMBL2022748,,CHEMBL2022748,7.96,0,http://www.openphacts.org/units/Nanomolar,1638126,=,1,1,=,,EC50,nM,,11.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,11.0
,10871910,[],CHEMBL2026892,Transactivation of human PPARgamma1 expressed in CHO-K1 cells co-expressing RXRalpha and PPRE after 1 day by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,COCCOc1ccc(CCC(=O)NS(=O)(=O)c2ccccc2)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,,,CHEMBL2021860,Bioorg. Med. Chem.,2012,"{'bei': '13.41', 'le': '0.28', 'lle': '2.48', 'sei': '7.22'}",CHEMBL2024604,,CHEMBL2024604,7.50,0,http://www.openphacts.org/units/Nanomolar,1640492,=,1,1,=,,EC50,nM,,32.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,32.0
,10871911,[],CHEMBL2026892,Transactivation of human PPARgamma1 expressed in CHO-K1 cells co-expressing RXRalpha and PPRE after 1 day by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,COCCOc1ccc(CCC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,,,CHEMBL2021860,Bioorg. Med. Chem.,2012,"{'bei': '13.59', 'le': '0.29', 'lle': '2.41', 'sei': '7.77'}",CHEMBL2024605,,CHEMBL2024605,8.07,0,http://www.openphacts.org/units/Nanomolar,1640493,=,1,1,=,,EC50,nM,,8.6,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,8.6
,10871912,[],CHEMBL2026892,Transactivation of human PPARgamma1 expressed in CHO-K1 cells co-expressing RXRalpha and PPRE after 1 day by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,,,CHEMBL2021860,Bioorg. Med. Chem.,2012,"{'bei': '14.20', 'le': '0.30', 'lle': '2.60', 'sei': '7.54'}",CHEMBL2024606,,CHEMBL2024606,7.82,0,http://www.openphacts.org/units/Nanomolar,1640494,=,1,1,=,,EC50,nM,,15.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,15.0
